customer_id,snapshot_date,age,region,relationship_months,avg_monthly_inflow_6m,salary_inflow_ratio,inflow_cv_6m,avg_balance_6m,min_balance_6m,avg_monthly_spend_6m,monthly_txn_count_6m,digital_txn_ratio,cash_withdrawal_ratio,essential_spend_ratio,discretionary_spend_ratio,travel_spend_ratio,education_spend_ratio,business_merchant_ratio,investment_contribution_ratio,loan_balance,credit_card_utilisation,days_since_last_txn,monthly_app_logins_3m,products_held,overdraft_events_6m,late_payment_events_12m
C00300,2026-06-30,34,Auckland,95,7260,0.746,0.204,13526,1942,6768,74,0.944,0.016,0.42,0.412,0.088,0.014,0.062,0.051,206989,0.695,3,26,5,0,0
C00301,2026-06-30,35,Canterbury,138,5189,0.858,0.134,15122,6585,2167,69,0.753,0.149,0.449,0.293,0.039,0.091,0.018,0.071,0,0.234,2,7,4,0,0
C00302,2026-06-30,35,Auckland,102,4522,0.859,0.143,25351,12832,2444,55,0.9,0.103,0.54,0.207,0.075,0.054,0.065,0.044,174708,0.247,2,18,4,0,0
C00303,2026-06-30,36,Canterbury,122,4662,0.828,0.09,10469,3391,3483,60,0.841,0.081,0.481,0.302,0.078,0.063,0.0,0.052,392381,0.295,8,17,3,0,0
C00304,2026-06-30,25,Other,1,4275,0.63,0.214,3407,989,2854,82,0.951,0.159,0.445,0.364,0.082,0.085,0.008,0.054,5601,0.29,2,29,3,0,0
C00305,2026-06-30,50,Bay of Plenty,77,3857,0.319,0.248,10692,2992,3062,15,0.282,0.368,0.531,0.138,0.011,0.044,0.116,0.025,0,0.173,18,2,1,0,0
C00306,2026-06-30,59,Bay of Plenty,141,13154,0.413,0.245,126631,84519,5038,60,0.867,0.082,0.465,0.365,0.131,0.0,0.106,0.249,0,0.141,4,12,7,0,0
C00307,2026-06-30,44,Wellington,72,9293,0.598,0.241,4600,1212,6814,94,0.829,0.11,0.401,0.369,0.106,0.065,0.07,0.021,72448,0.684,3,19,4,0,0
C00308,2026-06-30,41,Other,93,7773,0.756,0.085,14710,6639,3940,66,0.762,0.093,0.565,0.259,0.047,0.056,0.033,0.072,167107,0.044,3,25,3,0,0
C00309,2026-06-30,30,Auckland,83,4152,0.717,0.147,4532,1154,3436,69,0.917,0.071,0.504,0.348,0.002,0.089,0.058,0.0,10498,0.41,3,31,3,0,0
C00310,2026-06-30,25,Canterbury,76,2667,0.586,0.152,1207,299,2171,79,0.863,0.019,0.401,0.283,0.041,0.075,0.0,0.0,9284,0.397,4,22,3,2,0
C00311,2026-06-30,45,Canterbury,67,4674,0.899,0.057,33292,10309,2787,60,0.737,0.064,0.502,0.316,0.041,0.078,0.0,0.049,158341,0.196,3,12,3,0,0
C00312,2026-06-30,55,Bay of Plenty,165,11999,0.611,0.255,102248,79292,4826,35,0.795,0.0,0.532,0.278,0.14,0.036,0.123,0.217,161225,0.236,5,15,6,0,0
C00313,2026-06-30,51,Bay of Plenty,140,13055,0.623,0.128,87517,52033,6051,29,0.696,0.025,0.446,0.424,0.128,0.04,0.102,0.265,318695,0.11,3,7,4,0,0
C00314,2026-06-30,27,Bay of Plenty,53,9502,0.674,0.163,7803,1670,7736,100,0.87,0.124,0.507,0.405,0.054,0.052,0.062,0.0,116897,0.503,2,24,4,2,0
C00315,2026-06-30,40,Waikato,60,8725,0.663,0.324,6820,311,9368,98,0.94,0.027,0.399,0.511,0.194,0.052,0.069,0.02,0,0.75,2,21,3,1,0
C00316,2026-06-30,31,Other,39,3739,0.946,0.339,1962,747,2865,96,0.879,0.028,0.493,0.312,0.056,0.06,0.068,0.0,9017,0.398,5,25,3,1,0
C00317,2026-06-30,24,Other,29,2541,0.848,0.209,2465,605,1943,61,0.906,0.081,0.502,0.294,0.013,0.075,0.064,0.051,6893,0.478,5,35,1,0,1
C00318,2026-06-30,29,Wellington,75,7484,0.826,0.101,10123,5759,3489,76,0.855,0.148,0.458,0.286,0.041,0.066,0.078,0.102,415488,0.044,3,14,4,0,0
C00319,2026-06-30,32,Canterbury,82,5567,0.845,0.135,16276,6561,3293,59,0.698,0.0,0.496,0.29,0.062,0.103,0.022,0.085,124041,0.313,3,17,4,0,0
C00320,2026-06-30,32,Bay of Plenty,75,8163,0.489,0.314,8016,1325,7563,96,0.813,0.034,0.343,0.589,0.16,0.017,0.05,0.077,29840,0.703,2,28,5,3,0
C00321,2026-06-30,53,Waikato,159,23759,0.415,0.164,86093,58776,8904,38,0.713,0.068,0.506,0.314,0.084,0.0,0.099,0.25,297212,0.279,4,13,7,0,0
C00322,2026-06-30,50,Wellington,114,8147,0.66,0.206,89929,51116,1643,46,0.764,0.011,0.482,0.221,0.14,0.029,0.136,0.286,0,0.279,4,18,6,0,0
C00323,2026-06-30,48,Canterbury,121,17442,0.726,0.175,117386,94454,6403,38,0.84,0.05,0.462,0.332,0.118,0.082,0.13,0.291,448826,0.177,9,18,7,0,0
C00324,2026-06-30,46,Canterbury,91,6067,0.992,0.111,23703,7444,3902,69,0.776,0.151,0.41,0.182,0.082,0.043,0.002,0.137,163230,0.266,3,13,4,0,0
C00325,2026-06-30,37,Bay of Plenty,50,9341,0.546,0.264,13081,262,8881,109,0.768,0.077,0.351,0.543,0.138,0.067,0.13,0.063,62513,0.489,1,26,5,1,1
C00326,2026-06-30,40,Canterbury,113,11319,0.646,0.193,9939,2277,10488,94,1.0,0.08,0.373,0.459,0.093,0.054,0.083,0.097,0,0.515,2,26,5,0,0
C00327,2026-06-30,53,Bay of Plenty,87,9331,0.767,0.151,14511,2985,8418,76,0.945,0.087,0.4,0.47,0.12,0.064,0.05,0.053,83323,0.572,2,27,4,0,0
C00328,2026-06-30,39,Bay of Plenty,80,6162,0.84,0.077,13994,8484,3721,53,0.832,0.111,0.469,0.157,0.049,0.06,0.037,0.099,152958,0.354,5,13,3,0,0
C00329,2026-06-30,50,Bay of Plenty,97,7835,0.79,0.122,10917,4321,3514,59,0.831,0.07,0.435,0.244,0.077,0.048,0.06,0.081,576420,0.031,2,22,4,0,0
C00330,2026-06-30,29,Auckland,10,2816,0.683,0.228,2544,810,2009,81,0.9,0.006,0.465,0.349,0.032,0.059,0.009,0.031,20037,0.224,3,20,3,0,0
C00331,2026-06-30,55,Canterbury,147,6070,0.482,0.294,12703,3822,3471,63,0.273,0.384,0.483,0.162,0.063,0.033,0.112,0.025,27407,0.0,27,2,2,0,0
C00332,2026-06-30,26,Bay of Plenty,102,8510,0.669,0.213,8212,1196,7266,74,0.826,0.126,0.429,0.349,0.072,0.048,0.075,0.088,105394,0.736,1,25,5,1,1
C00333,2026-06-30,44,Waikato,57,9005,0.706,0.23,8170,766,8471,105,1.0,0.129,0.402,0.495,0.14,0.035,0.07,0.081,204820,0.744,2,24,4,1,1
C00334,2026-06-30,59,Other,159,3597,0.462,0.322,14238,7126,1905,31,0.139,0.402,0.521,0.168,0.021,0.032,0.081,0.041,25194,0.185,36,3,1,0,0
C00335,2026-06-30,57,Bay of Plenty,131,4656,0.36,0.321,17800,7788,3503,40,0.326,0.313,0.51,0.219,0.018,0.024,0.106,0.022,45984,0.083,37,4,3,0,0
C00336,2026-06-30,46,Other,95,9543,0.571,0.281,5278,1453,8302,124,0.94,0.036,0.425,0.484,0.09,0.029,0.05,0.0,57416,0.659,1,27,5,2,0
C00337,2026-06-30,31,Wellington,68,5431,0.64,0.248,4052,1544,5186,67,0.843,0.0,0.436,0.37,0.026,0.094,0.012,0.0,8262,0.256,5,26,2,1,0
C00338,2026-06-30,33,Waikato,106,15041,0.626,0.343,5470,110,14513,93,0.887,0.069,0.409,0.452,0.128,0.074,0.075,0.09,65750,0.786,3,22,4,0,1
C00339,2026-06-30,23,Bay of Plenty,1,2896,0.734,0.254,2431,961,2014,60,1.0,0.0,0.443,0.316,0.023,0.068,0.064,0.094,5920,0.379,6,29,2,0,0
C00340,2026-06-30,23,Auckland,32,3157,0.7,0.236,2213,1082,2427,64,0.912,0.096,0.433,0.433,0.056,0.122,0.014,0.086,10487,0.398,3,24,2,2,0
C00341,2026-06-30,40,Auckland,49,8467,0.644,0.152,11894,3073,7216,98,0.768,0.065,0.436,0.487,0.077,0.055,0.084,0.092,68975,0.814,2,32,4,1,0
C00342,2026-06-30,42,Bay of Plenty,112,4294,0.94,0.173,17960,10595,2764,50,0.885,0.135,0.429,0.342,0.05,0.081,0.043,0.104,0,0.302,6,18,5,0,0
C00343,2026-06-30,30,Other,1,3262,0.789,0.341,5505,1202,2233,51,0.842,0.123,0.45,0.417,0.004,0.057,0.076,0.062,5120,0.33,3,27,3,0,0
C00344,2026-06-30,57,Waikato,111,3046,0.37,0.299,16489,7869,2240,19,0.363,0.366,0.516,0.216,0.0,0.019,0.031,0.109,28920,0.201,15,0,2,0,0
C00345,2026-06-30,56,Other,100,20362,0.698,0.15,138870,65873,4491,45,0.853,0.038,0.501,0.212,0.17,0.023,0.134,0.243,89427,0.008,3,24,7,0,0
C00346,2026-06-30,26,Auckland,1,7094,0.815,0.201,5914,2305,5662,68,0.997,0.0,0.39,0.377,0.007,0.078,0.06,0.084,23747,0.372,6,27,1,0,0
C00347,2026-06-30,41,Canterbury,61,7860,0.643,0.236,3602,740,7247,125,0.814,0.12,0.461,0.48,0.139,0.037,0.111,0.009,55762,0.59,2,26,5,3,1
C00348,2026-06-30,46,Waikato,97,6278,0.944,0.115,11102,5267,2574,43,0.861,0.0,0.432,0.326,0.037,0.071,0.025,0.049,133290,0.296,3,13,3,0,0
C00349,2026-06-30,38,Wellington,85,4473,0.829,0.187,17284,10411,1931,45,0.727,0.0,0.52,0.373,0.057,0.094,0.075,0.071,0,0.278,4,18,4,0,0
C00350,2026-06-30,51,Bay of Plenty,132,3595,0.481,0.373,7449,4171,1690,21,0.29,0.374,0.47,0.146,0.077,0.039,0.121,0.016,0,0.09,17,2,3,0,0
C00351,2026-06-30,62,Other,129,4539,0.416,0.291,9101,5343,2280,29,0.3,0.383,0.621,0.08,0.007,0.04,0.032,0.089,26139,0.225,33,0,2,0,0
C00352,2026-06-30,57,Waikato,141,5181,0.515,0.386,6961,3497,3361,24,0.359,0.349,0.576,0.173,0.024,0.035,0.015,0.05,38799,0.021,16,3,3,0,0
C00353,2026-06-30,24,Auckland,37,5323,0.72,0.202,2578,582,3578,75,1.0,0.084,0.417,0.396,0.0,0.068,0.064,0.0,15046,0.358,7,31,3,0,1
C00354,2026-06-30,27,Wellington,13,3052,0.672,0.297,4435,1648,2831,72,0.972,0.056,0.42,0.397,0.058,0.098,0.084,0.029,0,0.364,3,23,2,0,0
C00355,2026-06-30,41,Bay of Plenty,109,6386,0.867,0.174,22924,8175,3388,60,0.947,0.001,0.534,0.25,0.027,0.033,0.02,0.057,89133,0.384,4,22,5,0,0
C00356,2026-06-30,64,Wellington,56,14491,0.492,0.09,158868,93555,5787,38,0.68,0.022,0.502,0.256,0.084,0.022,0.065,0.302,139723,0.057,3,21,5,0,0
C00357,2026-06-30,39,Waikato,54,5906,0.692,0.201,10887,1726,4588,87,0.83,0.092,0.441,0.54,0.094,0.053,0.061,0.082,122867,0.636,1,24,3,0,0
C00358,2026-06-30,18,Bay of Plenty,1,3488,0.747,0.333,3468,1209,2592,82,0.911,0.038,0.517,0.326,0.069,0.129,0.014,0.013,7544,0.442,3,18,2,0,0
C00359,2026-06-30,32,Canterbury,82,6689,0.924,0.148,10723,5488,3761,41,0.8,0.087,0.376,0.298,0.048,0.052,0.098,0.101,850546,0.265,3,15,3,0,0
C00360,2026-06-30,44,Waikato,160,5813,0.865,0.087,12564,7017,2662,60,0.785,0.082,0.46,0.202,0.032,0.044,0.023,0.054,166030,0.373,6,14,6,0,0
C00361,2026-06-30,38,Other,93,6434,0.946,0.06,13569,3593,3996,63,0.837,0.131,0.495,0.211,0.076,0.048,0.036,0.082,59879,0.287,3,16,4,0,0
C00362,2026-06-30,54,Other,115,3734,0.486,0.302,7507,3119,1972,14,0.213,0.379,0.608,0.133,0.018,0.004,0.08,0.043,15493,0.059,14,16,1,1,0
C00363,2026-06-30,43,Other,86,8746,0.77,0.204,22430,2294,7444,102,0.902,0.0,0.411,0.496,0.085,0.0,0.049,0.09,0,0.504,1,24,4,0,0
C00364,2026-06-30,30,Canterbury,50,3214,0.687,0.277,2801,707,2937,67,1.0,0.045,0.421,0.382,0.07,0.1,0.047,0.0,7418,0.224,3,26,2,0,0
C00365,2026-06-30,44,Other,112,5833,0.879,0.14,5281,2350,3526,69,0.842,0.133,0.467,0.327,0.055,0.095,0.073,0.109,163765,0.195,3,19,4,0,0
C00366,2026-06-30,39,Waikato,73,5468,0.932,0.133,13450,7118,2990,72,0.787,0.116,0.451,0.29,0.044,0.098,0.075,0.079,237413,0.21,4,22,4,1,0
C00367,2026-06-30,27,Canterbury,1,2649,0.929,0.221,2938,690,2194,74,0.9,0.094,0.417,0.413,0.016,0.09,0.037,0.024,4721,0.385,2,19,3,0,0
C00368,2026-06-30,20,Waikato,30,3324,0.738,0.21,4727,1278,2790,77,0.946,0.062,0.493,0.354,0.084,0.112,0.037,0.015,0,0.431,6,26,2,0,0
C00369,2026-06-30,20,Bay of Plenty,22,2712,0.679,0.379,1586,375,2143,85,0.914,0.042,0.436,0.323,0.059,0.109,0.081,0.0,19251,0.428,2,21,1,0,0
C00370,2026-06-30,46,Waikato,66,4794,0.788,0.076,9483,4992,2316,48,0.848,0.082,0.548,0.223,0.033,0.059,0.068,0.084,87381,0.524,3,26,4,0,0
C00371,2026-06-30,39,Waikato,75,8127,0.836,0.1,9518,4808,4061,62,0.71,0.019,0.522,0.211,0.025,0.062,0.033,0.171,216082,0.362,3,9,4,0,0
C00372,2026-06-30,19,Bay of Plenty,11,5264,0.901,0.238,4379,1209,4059,76,0.855,0.045,0.429,0.361,0.079,0.094,0.071,0.062,11390,0.461,3,30,1,0,0
C00373,2026-06-30,32,Waikato,57,7075,0.717,0.325,8738,1730,7141,94,0.994,0.004,0.402,0.434,0.121,0.051,0.092,0.035,41242,0.708,1,21,4,5,1
C00374,2026-06-30,37,Canterbury,118,6596,0.917,0.109,12515,7229,3303,78,0.749,0.158,0.496,0.152,0.015,0.101,0.035,0.011,216936,0.382,5,17,4,0,0
C00375,2026-06-30,32,Canterbury,81,9038,0.766,0.198,4733,733,8369,113,0.892,0.039,0.37,0.475,0.145,0.054,0.076,0.028,61508,0.712,1,19,4,2,0
C00376,2026-06-30,41,Auckland,47,7203,0.848,0.185,18822,3155,6358,88,0.842,0.042,0.428,0.47,0.096,0.09,0.028,0.094,155625,0.779,2,29,4,2,0
C00377,2026-06-30,36,Waikato,85,5577,0.899,0.111,8575,4396,3293,67,0.842,0.037,0.462,0.218,0.02,0.095,0.119,0.119,145626,0.309,2,24,3,0,0
C00378,2026-06-30,18,Other,6,3301,0.77,0.186,2437,684,2390,66,0.798,0.077,0.443,0.398,0.045,0.089,0.087,0.023,0,0.149,2,30,2,0,0
C00379,2026-06-30,38,Other,81,4691,0.827,0.201,12591,5319,3098,50,0.879,0.127,0.498,0.257,0.058,0.086,0.033,0.042,78290,0.205,3,14,4,0,0
C00380,2026-06-30,51,Waikato,144,12251,0.568,0.239,136855,88682,5977,45,0.766,0.0,0.425,0.371,0.132,0.017,0.095,0.38,73923,0.241,8,20,6,0,0
C00381,2026-06-30,57,Other,125,16756,0.629,0.302,116661,59011,5971,49,0.665,0.001,0.475,0.356,0.128,0.015,0.109,0.261,0,0.438,9,15,5,0,0
C00382,2026-06-30,35,Canterbury,76,5081,0.841,0.089,11254,5668,2133,75,0.917,0.119,0.525,0.283,0.046,0.07,0.006,0.059,120902,0.172,4,12,3,0,0
C00383,2026-06-30,40,Waikato,122,6748,0.773,0.154,7244,1774,6748,77,0.834,0.079,0.448,0.361,0.129,0.025,0.107,0.0,77347,0.758,3,20,5,0,0
C00384,2026-06-30,39,Canterbury,60,8533,0.846,0.132,10676,4262,4486,67,0.901,0.098,0.525,0.266,0.036,0.089,0.062,0.02,94310,0.317,4,25,6,0,0
C00385,2026-06-30,19,Wellington,18,4069,0.746,0.313,4022,1252,3436,90,0.883,0.043,0.438,0.356,0.055,0.076,0.028,0.055,9631,0.356,3,28,1,0,0
C00386,2026-06-30,32,Canterbury,92,5871,0.964,0.03,12404,5676,3896,70,0.87,0.081,0.415,0.377,0.022,0.085,0.031,0.092,0,0.321,3,20,4,0,0
C00387,2026-06-30,53,Canterbury,154,3288,0.598,0.218,9782,4349,1478,22,0.17,0.438,0.59,0.138,0.033,0.011,0.084,0.055,39977,0.149,52,5,2,0,0
C00388,2026-06-30,38,Wellington,64,8985,0.707,0.224,6858,621,7548,89,0.91,0.076,0.446,0.625,0.105,0.019,0.053,0.014,58205,0.668,2,30,5,6,0
C00389,2026-06-30,29,Auckland,124,6555,0.792,0.213,18718,7464,4405,57,0.802,0.005,0.452,0.321,0.092,0.08,0.078,0.052,51800,0.372,2,22,4,0,0
C00390,2026-06-30,24,Waikato,73,3517,0.588,0.213,5705,1407,2595,72,0.872,0.047,0.516,0.31,0.081,0.063,0.005,0.061,5750,0.519,3,32,2,1,0
C00391,2026-06-30,35,Canterbury,46,10201,0.77,0.214,6884,138,9616,115,0.842,0.119,0.405,0.514,0.138,0.033,0.07,0.036,54639,0.696,2,32,4,6,0
C00392,2026-06-30,39,Waikato,63,10057,0.722,0.203,12075,4368,9882,80,0.806,0.031,0.452,0.446,0.098,0.047,0.0,0.046,166888,0.6,1,25,4,0,0
C00393,2026-06-30,24,Auckland,48,2619,0.719,0.19,1851,756,1473,77,0.847,0.022,0.449,0.451,0.024,0.085,0.083,0.087,4318,0.311,5,30,2,1,0
C00394,2026-06-30,66,Auckland,111,6133,0.417,0.413,11364,3960,3167,30,0.249,0.373,0.505,0.168,0.0,0.018,0.027,0.0,30602,0.093,15,9,3,0,1
C00395,2026-06-30,55,Canterbury,165,4365,0.452,0.346,11333,6199,1983,37,0.2,0.355,0.465,0.207,0.012,0.046,0.071,0.075,23639,0.217,35,6,3,0,0
C00396,2026-06-30,56,Bay of Plenty,145,4182,0.472,0.315,10620,3691,2901,8,0.201,0.45,0.473,0.213,0.027,0.028,0.021,0.005,47806,0.084,18,0,1,0,0
C00397,2026-06-30,50,Wellington,138,5780,0.423,0.307,7629,3448,3780,5,0.283,0.399,0.491,0.234,0.062,0.043,0.085,0.065,0,0.073,31,0,2,0,1
C00398,2026-06-30,55,Wellington,144,24802,0.531,0.128,97655,60231,7737,35,0.839,0.112,0.492,0.26,0.147,0.008,0.102,0.291,261256,0.197,3,12,6,0,0
C00399,2026-06-30,38,Bay of Plenty,26,2904,0.741,0.229,2197,546,2316,81,1.0,0.035,0.483,0.401,0.013,0.071,0.06,0.021,6725,0.37,4,34,2,0,1
C00400,2026-06-30,46,Wellington,124,21235,0.613,0.175,113527,71070,4817,59,0.687,0.013,0.492,0.312,0.135,0.042,0.114,0.302,324771,0.085,7,18,5,0,0
C00401,2026-06-30,23,Wellington,66,6786,0.656,0.08,14551,4954,4600,77,0.928,0.111,0.44,0.439,0.073,0.051,0.097,0.086,43559,0.661,3,25,4,0,0
C00402,2026-06-30,44,Wellington,51,5848,0.918,0.189,23528,10347,3654,72,0.86,0.084,0.531,0.278,0.03,0.079,0.042,0.124,75478,0.073,3,28,4,0,0
C00403,2026-06-30,48,Auckland,200,17779,0.739,0.134,94719,42416,3953,51,0.658,0.021,0.43,0.238,0.134,0.021,0.09,0.328,0,0.292,7,11,8,0,0
C00404,2026-06-30,37,Other,68,6031,0.655,0.021,6354,3166,3509,71,0.919,0.055,0.529,0.378,0.026,0.087,0.038,0.046,0,0.256,2,25,6,0,0
C00405,2026-06-30,30,Canterbury,143,4013,0.971,0.114,23922,10312,2535,56,0.928,0.119,0.537,0.276,0.004,0.085,0.07,0.076,417300,0.244,6,11,4,0,0
C00406,2026-06-30,38,Wellington,48,9141,0.678,0.304,9364,1245,7480,91,0.797,0.0,0.526,0.392,0.095,0.053,0.065,0.062,87072,0.429,2,26,3,1,0
C00407,2026-06-30,44,Canterbury,108,4378,0.843,0.131,7763,4250,3330,44,0.875,0.095,0.546,0.224,0.066,0.068,0.04,0.113,96513,0.461,3,22,3,0,0
C00408,2026-06-30,24,Canterbury,50,2968,0.583,0.225,3908,1080,2748,73,0.912,0.037,0.381,0.427,0.024,0.124,0.061,0.104,8696,0.398,4,26,2,0,0
C00409,2026-06-30,36,Canterbury,88,7385,0.523,0.214,18008,2381,6871,95,0.806,0.093,0.379,0.508,0.094,0.012,0.054,0.0,101806,0.875,2,29,4,0,0
C00410,2026-06-30,45,Other,57,10599,0.685,0.205,8036,1424,9057,69,0.922,0.02,0.378,0.441,0.131,0.036,0.078,0.027,322983,0.504,3,23,4,1,0
C00411,2026-06-30,36,Bay of Plenty,92,8384,0.728,0.21,6409,1697,6854,88,0.887,0.0,0.44,0.427,0.084,0.041,0.025,0.069,37514,0.781,2,23,4,1,0
C00412,2026-06-30,47,Waikato,53,8325,0.657,0.198,17986,5245,6649,76,0.904,0.034,0.407,0.445,0.126,0.066,0.081,0.0,59970,0.445,1,24,4,0,0
C00413,2026-06-30,31,Other,73,4626,0.713,0.261,3939,981,3485,83,0.854,0.038,0.476,0.335,0.03,0.082,0.08,0.049,0,0.119,3,20,3,0,0
C00414,2026-06-30,38,Bay of Plenty,63,6753,0.68,0.233,14570,4343,4483,65,0.997,0.052,0.396,0.474,0.12,0.013,0.08,0.036,166901,0.494,2,24,4,0,0
C00415,2026-06-30,34,Waikato,64,5470,0.86,0.074,12914,6984,3472,65,0.721,0.109,0.474,0.24,0.076,0.05,0.059,0.045,82450,0.282,3,9,4,0,0
C00416,2026-06-30,62,Wellington,192,20737,0.548,0.135,96329,72193,5638,54,0.687,0.0,0.47,0.169,0.091,0.037,0.128,0.281,65345,0.19,4,21,5,0,0
C00417,2026-06-30,37,Bay of Plenty,63,8318,0.777,0.2,5885,552,8023,74,0.85,0.06,0.418,0.478,0.097,0.048,0.091,0.139,102085,0.649,2,18,3,1,1
C00418,2026-06-30,23,Bay of Plenty,66,2685,0.642,0.2,6003,1452,1961,80,0.873,0.043,0.469,0.395,0.016,0.128,0.018,0.0,0,0.362,5,31,3,1,0
C00419,2026-06-30,62,Auckland,147,2703,0.552,0.308,9619,5985,1402,34,0.346,0.44,0.529,0.164,0.067,0.026,0.146,0.079,37436,0.031,15,2,1,0,0
C00420,2026-06-30,41,Canterbury,19,5769,0.471,0.35,7580,2446,5138,98,0.865,0.147,0.503,0.447,0.142,0.034,0.143,0.114,0,0.722,3,29,3,4,1
C00421,2026-06-30,29,Auckland,120,7371,0.846,0.102,18579,9554,3638,53,0.874,0.12,0.494,0.234,0.007,0.051,0.063,0.105,343515,0.325,5,25,3,0,0
C00422,2026-06-30,42,Auckland,83,9471,0.968,0.163,7336,3614,5466,45,0.901,0.043,0.509,0.277,0.037,0.08,0.117,0.0,56140,0.152,3,17,4,0,0
C00423,2026-06-30,37,Wellington,164,5089,0.663,0.136,10357,3376,4458,86,0.856,0.098,0.458,0.518,0.08,0.039,0.104,0.03,49901,0.582,1,21,4,0,0
C00424,2026-06-30,26,Waikato,8,3811,0.726,0.206,2403,631,3213,66,0.983,0.049,0.456,0.397,0.028,0.095,0.0,0.048,14717,0.422,4,19,1,1,0
C00425,2026-06-30,57,Waikato,161,3218,0.275,0.299,22292,8307,1392,12,0.326,0.302,0.549,0.144,0.015,0.0,0.074,0.075,51538,0.132,30,0,3,0,0
C00426,2026-06-30,37,Bay of Plenty,81,5000,0.712,0.07,10377,5182,2528,71,0.788,0.117,0.418,0.287,0.075,0.08,0.058,0.024,75391,0.317,2,13,4,0,0
C00427,2026-06-30,43,Waikato,14,8812,0.503,0.25,20693,8290,8575,88,0.854,0.006,0.466,0.449,0.139,0.005,0.06,0.026,0,0.763,1,23,5,5,1
C00428,2026-06-30,38,Waikato,97,5594,0.791,0.152,28224,12038,3906,74,0.803,0.028,0.533,0.325,0.041,0.077,0.075,0.016,262408,0.254,4,18,3,1,0
C00429,2026-06-30,30,Auckland,104,10283,0.78,0.19,13426,6949,4684,75,0.801,0.028,0.523,0.324,0.059,0.036,0.059,0.058,127105,0.221,4,16,4,0,0
C00430,2026-06-30,35,Other,52,2942,0.701,0.208,2454,556,2451,56,0.896,0.088,0.468,0.331,0.077,0.074,0.036,0.068,27288,0.28,3,24,3,1,0
C00431,2026-06-30,55,Auckland,117,6384,0.466,0.197,9533,4479,2522,22,0.353,0.33,0.558,0.21,0.054,0.054,0.077,0.064,30370,0.065,32,11,3,0,0
C00432,2026-06-30,21,Waikato,40,4159,0.606,0.213,2831,620,3298,68,0.882,0.004,0.416,0.454,0.063,0.094,0.051,0.103,7562,0.162,4,23,2,1,0
C00433,2026-06-30,45,Waikato,133,6439,0.888,0.1,14609,4877,3481,70,0.754,0.114,0.469,0.336,0.049,0.061,0.079,0.138,58615,0.42,5,16,5,0,0
C00434,2026-06-30,30,Wellington,18,5234,0.638,0.228,1626,300,4162,74,0.821,0.139,0.399,0.309,0.045,0.097,0.057,0.002,13660,0.256,4,25,2,0,0
C00435,2026-06-30,39,Bay of Plenty,150,10658,0.516,0.101,93393,69661,4073,56,0.714,0.0,0.504,0.249,0.147,0.0,0.161,0.305,168623,0.243,7,8,7,0,0
C00436,2026-06-30,55,Other,51,4164,0.434,0.344,9541,2906,2523,26,0.299,0.254,0.607,0.169,0.044,0.019,0.067,0.025,18736,0.193,23,0,2,0,0
C00437,2026-06-30,37,Bay of Plenty,85,6340,0.663,0.235,14866,1922,5242,75,0.686,0.073,0.383,0.471,0.115,0.035,0.103,0.064,0,0.47,1,20,4,1,1
C00438,2026-06-30,30,Auckland,1,6848,0.708,0.189,2750,478,5899,96,0.894,0.0,0.467,0.414,0.033,0.105,0.054,0.018,9677,0.509,4,18,3,0,0
C00439,2026-06-30,32,Auckland,29,5872,0.694,0.068,11306,3983,5130,72,0.855,0.067,0.401,0.43,0.07,0.044,0.095,0.11,38648,0.549,2,21,4,0,1
C00440,2026-06-30,28,Auckland,93,8719,0.533,0.202,24647,10861,7079,85,0.797,0.083,0.449,0.387,0.069,0.055,0.108,0.033,32666,0.531,2,24,4,1,0
C00441,2026-06-30,27,Bay of Plenty,25,4207,0.624,0.292,4221,1415,3674,80,1.0,0.02,0.431,0.391,0.037,0.118,0.044,0.0,16356,0.278,3,23,2,0,0
C00442,2026-06-30,41,Auckland,96,5220,0.74,0.124,8706,801,4513,88,0.891,0.112,0.365,0.465,0.117,0.031,0.015,0.069,100347,0.636,2,32,5,0,0
C00443,2026-06-30,30,Other,48,8865,0.495,0.208,5265,1048,8778,107,0.948,0.166,0.361,0.457,0.158,0.033,0.07,0.086,37809,0.733,2,16,5,2,0
C00444,2026-06-30,42,Bay of Plenty,78,7528,0.769,0.225,13664,3476,5509,80,0.836,0.099,0.475,0.482,0.112,0.018,0.021,0.063,53926,0.605,2,26,5,0,0
C00445,2026-06-30,47,Waikato,79,7137,0.724,0.17,16609,2252,6353,91,0.84,0.091,0.513,0.365,0.116,0.025,0.062,0.037,369358,0.682,1,26,4,0,0
C00446,2026-06-30,50,Auckland,95,4760,0.811,0.12,21824,10250,2593,53,0.793,0.204,0.482,0.238,0.087,0.092,0.042,0.075,0,0.121,2,24,4,0,0
C00447,2026-06-30,52,Bay of Plenty,157,22596,0.528,0.22,122535,106421,7784,55,0.75,0.041,0.484,0.33,0.118,0.035,0.101,0.231,184917,0.238,10,17,6,0,0
C00448,2026-06-30,54,Wellington,119,2989,0.383,0.334,11818,5772,1444,30,0.413,0.4,0.506,0.156,0.011,0.009,0.077,0.028,47964,0.197,29,9,3,0,0
C00449,2026-06-30,23,Wellington,31,2365,0.62,0.292,2488,455,1748,75,0.922,0.079,0.487,0.387,0.008,0.08,0.041,0.023,21404,0.459,2,27,1,0,0
