customer_id,segment_id,segment_name,assignment_confidence,distance_to_center,snapshot_date,age,region,relationship_months,avg_monthly_inflow_6m,salary_inflow_ratio,inflow_cv_6m,avg_balance_6m,min_balance_6m,avg_monthly_spend_6m,monthly_txn_count_6m,digital_txn_ratio,cash_withdrawal_ratio,essential_spend_ratio,discretionary_spend_ratio,travel_spend_ratio,education_spend_ratio,business_merchant_ratio,investment_contribution_ratio,loan_balance,credit_card_utilisation,days_since_last_txn,monthly_app_logins_3m,products_held,overdraft_events_6m,late_payment_events_12m
C00494,2,Emerging Digital Everyday,0.5346407682612169,1.9948109885630112,2026-06-30,36,Canterbury,64,2746,0.86,0.288,1833,465,2396,78,1.0,0.05,0.464,0.401,0.009,0.062,0.058,0.02,12321,0.423,2,27,2,1,0
C00495,2,Emerging Digital Everyday,0.5946830731957643,1.6557367142064652,2026-06-30,22,Auckland,53,4372,0.685,0.216,2329,323,3396,65,0.874,0.066,0.557,0.289,0.031,0.084,0.076,0.069,17272,0.381,2,26,1,0,0
C00496,2,Emerging Digital Everyday,0.5100588865081339,2.1447622486230062,2026-06-30,21,Bay of Plenty,42,2621,0.87,0.208,1697,591,1851,64,0.958,0.108,0.474,0.396,0.024,0.064,0.084,0.06,0,0.304,2,23,4,0,0
C00497,6,Stable Salary Builders,0.5171033065324196,1.936802328265276,2026-06-30,38,Waikato,98,6850,0.793,0.138,29736,17630,4845,83,0.834,0.168,0.447,0.309,0.017,0.059,0.0,0.106,325475,0.167,4,21,5,0,0
C00498,1,Affluent Investors,0.47235931306104184,2.366980613788081,2026-06-30,59,Waikato,200,12437,0.375,0.182,80165,47851,4149,48,0.649,0.0,0.568,0.247,0.124,0.059,0.074,0.26,92408,0.316,7,3,6,0,0
C00499,6,Stable Salary Builders,0.5723981613943033,1.6384548304526032,2026-06-30,45,Other,89,6568,0.887,0.105,11438,3082,4701,51,0.906,0.0,0.418,0.222,0.071,0.097,0.019,0.139,81498,0.282,2,14,4,0,0
C00500,6,Stable Salary Builders,0.5538810688639122,1.7350283479835473,2026-06-30,42,Wellington,105,4593,1.0,0.114,14553,8589,2343,63,0.816,0.132,0.522,0.208,0.02,0.083,0.082,0.039,46181,0.326,5,13,4,0,0
C00501,5,Low Digital Engagement and Cash-Oriented,0.5133749110635559,2.615107282354679,2026-06-30,58,Bay of Plenty,121,3870,0.376,0.368,10759,4308,2516,51,0.235,0.454,0.474,0.214,0.015,0.041,0.108,0.046,37443,0.108,32,6,3,1,0
C00502,4,High Spend and Frequent Overdraft,0.6035644968677387,1.6116584001205825,2026-06-30,23,Auckland,66,9947,0.653,0.249,6652,133,9501,95,0.953,0.04,0.382,0.524,0.132,0.028,0.078,0.015,84490,0.686,1,30,4,2,0
C00503,6,Stable Salary Builders,0.5398700570637094,1.810271492414602,2026-06-30,44,Wellington,105,5774,0.935,0.108,38984,19357,4161,66,0.821,0.126,0.533,0.206,0.093,0.065,0.009,0.068,81759,0.244,5,27,4,0,0
C00504,5,Low Digital Engagement and Cash-Oriented,0.559518102933458,2.277527512063216,2026-06-30,54,Canterbury,115,3697,0.206,0.32,7992,3567,2081,35,0.32,0.407,0.539,0.103,0.007,0.019,0.061,0.037,20940,0.117,21,8,2,0,0
C00505,1,Affluent Investors,0.5632862335706225,1.8113891744383661,2026-06-30,46,Wellington,170,10499,0.584,0.183,143471,115136,3202,35,0.744,0.039,0.517,0.333,0.138,0.026,0.122,0.267,201965,0.11,3,15,5,0,0
C00506,5,Low Digital Engagement and Cash-Oriented,0.6693824154452971,1.5743610019393584,2026-06-30,56,Wellington,153,4087,0.408,0.248,7831,3883,1956,27,0.398,0.329,0.549,0.15,0.001,0.0,0.099,0.045,19403,0.0,25,4,2,0,0
C00507,6,Stable Salary Builders,0.5774872132980415,1.6124605764015552,2026-06-30,42,Waikato,114,6907,0.929,0.172,35252,19816,3559,56,0.82,0.085,0.425,0.307,0.056,0.034,0.073,0.028,0,0.23,4,22,3,0,0
C00508,2,Emerging Digital Everyday,0.6062676904177504,1.5942733636074806,2026-06-30,25,Other,21,3587,0.715,0.281,3854,1376,2889,55,0.914,0.078,0.462,0.257,0.052,0.073,0.045,0.078,7936,0.326,4,31,2,0,0
C00509,6,Stable Salary Builders,0.6144340867294699,1.4303389742190882,2026-06-30,34,Canterbury,89,5647,0.808,0.162,10276,5843,3625,53,0.733,0.102,0.407,0.231,0.05,0.081,0.038,0.148,40932,0.262,3,21,5,0,0
C00510,1,Affluent Investors,0.48900967942765283,2.2576525462898216,2026-06-30,53,Other,194,15048,0.458,0.236,211112,119306,4489,56,0.775,0.043,0.483,0.338,0.122,0.033,0.158,0.353,0,0.405,4,11,4,0,0
C00511,2,Emerging Digital Everyday,0.5545352390575151,1.8784174409615109,2026-06-30,18,Bay of Plenty,1,4433,0.748,0.266,4323,1149,3804,91,0.911,0.04,0.453,0.327,0.007,0.087,0.041,0.01,5889,0.269,3,27,1,1,0
C00512,1,Affluent Investors,0.4908994869574692,2.24547984817297,2026-06-30,51,Wellington,164,19162,0.499,0.202,93247,69354,6658,71,0.841,0.049,0.373,0.341,0.089,0.041,0.184,0.293,123623,0.123,4,3,7,0,0
C00513,6,Stable Salary Builders,0.47982587278598543,2.1565257851484136,2026-06-30,38,Other,65,7150,0.876,0.143,15860,6545,4012,65,0.916,0.077,0.504,0.241,0.072,0.098,0.099,0.016,219410,0.475,3,13,4,1,0
C00514,5,Low Digital Engagement and Cash-Oriented,0.5787610499406597,2.144903735640393,2026-06-30,61,Auckland,85,2779,0.512,0.317,9321,3183,1031,15,0.246,0.314,0.469,0.184,0.063,0.028,0.083,0.069,41186,0.0,20,2,2,0,0
C00515,5,Low Digital Engagement and Cash-Oriented,0.6338314832707851,1.7884036250651463,2026-06-30,60,Wellington,171,3206,0.409,0.322,19164,6279,1866,21,0.368,0.364,0.513,0.207,0.042,0.023,0.067,0.06,49010,0.155,20,0,2,0,0
C00516,2,Emerging Digital Everyday,0.4605579879709019,2.469990653952754,2026-06-30,19,Bay of Plenty,1,4664,0.596,0.148,3027,925,4179,69,0.977,0.084,0.481,0.341,0.078,0.092,0.049,0.044,5664,0.192,2,20,3,1,0
C00517,2,Emerging Digital Everyday,0.40093760897282815,2.911645224052459,2026-06-30,21,Other,42,2885,0.692,0.371,4264,1498,2520,73,0.954,0.067,0.542,0.42,0.049,0.086,0.027,0.0,5587,0.33,3,15,1,2,0
C00518,6,Stable Salary Builders,0.49343455816568305,2.074394691477892,2026-06-30,37,Bay of Plenty,114,5641,0.704,0.174,17975,6257,3709,54,0.797,0.1,0.477,0.275,0.035,0.083,0.025,0.034,86189,0.348,3,14,4,1,0
C00519,6,Stable Salary Builders,0.6104587515635627,1.4494010140837303,2026-06-30,42,Auckland,123,6502,0.835,0.181,11406,6317,2649,80,0.813,0.097,0.525,0.302,0.04,0.05,0.072,0.092,266616,0.263,2,18,5,0,0
C00520,1,Affluent Investors,0.5657788507704712,1.7974546589037352,2026-06-30,52,Other,156,11797,0.415,0.253,95146,59722,3539,50,0.736,0.0,0.488,0.284,0.141,0.053,0.086,0.276,317085,0.103,6,17,6,0,0
C00521,5,Low Digital Engagement and Cash-Oriented,0.5771118362362612,2.1560961650567307,2026-06-30,48,Bay of Plenty,133,4083,0.527,0.372,30568,12052,2516,21,0.236,0.364,0.529,0.094,0.008,0.0,0.088,0.025,0,0.0,32,4,1,0,0
C00522,6,Stable Salary Builders,0.5511215533214008,1.7496960687061278,2026-06-30,36,Other,67,7684,0.812,0.074,23621,10302,4916,57,0.774,0.089,0.49,0.235,0.043,0.097,0.054,0.047,94606,0.074,2,19,3,0,0
C00523,6,Stable Salary Builders,0.5761127574970892,1.6194584797716152,2026-06-30,40,Bay of Plenty,91,4367,0.814,0.103,13795,4500,2542,61,0.932,0.121,0.481,0.222,0.049,0.083,0.065,0.059,216306,0.396,5,13,5,0,0
C00524,2,Emerging Digital Everyday,0.6589739027294141,1.3286990776288308,2026-06-30,18,Bay of Plenty,6,3326,0.729,0.281,1626,419,2112,70,0.919,0.092,0.437,0.361,0.06,0.095,0.058,0.051,5608,0.306,3,30,2,0,0
C00525,2,Emerging Digital Everyday,0.4841205790427328,2.3110352323954224,2026-06-30,18,Bay of Plenty,6,3051,0.701,0.072,3340,1164,2370,70,0.786,0.027,0.509,0.366,0.046,0.106,0.02,0.042,0,0.362,5,28,2,0,0
C00526,5,Low Digital Engagement and Cash-Oriented,0.5507077878440766,2.339778524240813,2026-06-30,51,Waikato,77,3338,0.533,0.345,15708,6234,1326,16,0.234,0.412,0.594,0.189,0.019,0.0,0.075,0.091,0,0.101,44,7,4,0,0
C00527,6,Stable Salary Builders,0.41396608925010864,2.59010047115671,2026-06-30,38,Bay of Plenty,139,8555,0.866,0.035,13663,9616,6430,47,0.697,0.063,0.54,0.311,0.032,0.074,0.03,0.051,212835,0.172,3,20,3,1,0
C00528,6,Stable Salary Builders,0.5409896281062243,1.8041876957921632,2026-06-30,39,Other,54,7727,0.705,0.058,19918,10614,3918,47,0.925,0.087,0.394,0.298,0.074,0.056,0.06,0.067,215914,0.212,5,20,3,0,0
C00529,2,Emerging Digital Everyday,0.594257222452936,1.6580188614221596,2026-06-30,18,Wellington,6,3836,0.631,0.211,3442,972,3218,87,0.969,0.023,0.449,0.415,0.068,0.058,0.025,0.055,0,0.527,3,21,2,0,0
C00530,6,Stable Salary Builders,0.42290252929558886,2.527379039177586,2026-06-30,37,Canterbury,119,5149,0.9,0.191,27842,7962,2841,77,0.883,0.173,0.535,0.188,0.043,0.054,0.086,0.116,137142,0.127,6,21,3,1,0
C00531,2,Emerging Digital Everyday,0.5540587806304014,1.8811558529219137,2026-06-30,18,Other,6,4266,0.735,0.29,6285,191,3427,82,1.0,0.0,0.476,0.348,0.035,0.064,0.063,0.018,2798,0.266,5,25,1,0,0
C00532,6,Stable Salary Builders,0.5146594504375329,1.9507143032337633,2026-06-30,42,Canterbury,104,5863,0.941,0.076,15312,7777,3298,60,0.786,0.111,0.524,0.304,0.049,0.059,0.033,0.106,0,0.384,4,19,5,1,0
C00533,4,High Spend and Frequent Overdraft,0.5295225849670367,2.0294206660791203,2026-06-30,38,Waikato,58,8874,0.696,0.334,6259,277,8316,99,0.748,0.047,0.398,0.425,0.103,0.072,0.09,0.076,0,0.689,2,19,4,3,0
C00534,6,Stable Salary Builders,0.578634528924202,1.6066318767629826,2026-06-30,52,Auckland,81,5796,0.687,0.157,12568,6117,3007,77,0.812,0.09,0.44,0.321,0.036,0.069,0.07,0.114,81064,0.242,2,25,4,0,0
C00535,1,Affluent Investors,0.6527186820396911,1.3463396250528625,2026-06-30,47,Other,122,20267,0.569,0.229,98642,57494,6472,55,0.701,0.065,0.584,0.25,0.116,0.01,0.079,0.277,456529,0.261,4,21,7,0,0
C00536,4,High Spend and Frequent Overdraft,0.5474330878136076,1.9232399683743475,2026-06-30,30,Other,53,8849,0.525,0.18,7849,317,8340,111,0.962,0.005,0.398,0.518,0.15,0.057,0.054,0.003,0,0.668,2,34,4,5,1
C00537,6,Stable Salary Builders,0.45975244818069355,2.2820266635569952,2026-06-30,39,Bay of Plenty,74,5577,0.95,0.095,27664,13920,3045,42,0.686,0.042,0.5,0.269,0.018,0.033,0.019,0.087,991550,0.153,3,15,3,1,1
C00538,6,Stable Salary Builders,0.6150194400675698,1.427542581204219,2026-06-30,41,Auckland,55,5152,0.771,0.182,11885,3902,3272,73,0.839,0.106,0.553,0.249,0.067,0.04,0.06,0.138,136574,0.249,3,15,4,0,0
C00539,1,Affluent Investors,0.5720972330014155,1.7624061175982424,2026-06-30,57,Bay of Plenty,166,12868,0.573,0.197,138528,91931,4656,72,0.764,0.064,0.469,0.207,0.09,0.067,0.063,0.311,76606,0.216,6,12,5,0,0
C00540,2,Emerging Digital Everyday,0.5316651779361258,2.012591273204434,2026-06-30,30,Canterbury,28,4682,0.764,0.22,1704,404,3904,82,0.849,0.01,0.456,0.313,0.013,0.095,0.085,0.022,0,0.366,4,33,3,1,0
C00541,5,Low Digital Engagement and Cash-Oriented,0.5587310415685643,2.283048633536999,2026-06-30,57,Other,109,4469,0.444,0.283,16400,8505,2842,28,0.268,0.409,0.587,0.108,0.001,0.042,0.161,0.029,0,0.0,35,0,1,0,0
C00542,6,Stable Salary Builders,0.3996509917232439,2.6934506582075737,2026-06-30,45,Wellington,114,10518,0.971,0.082,18880,9801,6597,51,0.931,0.162,0.382,0.333,0.05,0.049,0.083,0.055,48821,0.576,4,15,5,0,0
C00543,2,Emerging Digital Everyday,0.4831808373580736,2.3172252670363838,2026-06-30,32,Waikato,9,2878,0.549,0.17,1842,557,2142,88,0.914,0.126,0.373,0.431,0.011,0.099,0.055,0.0,0,0.431,2,22,2,1,0
C00544,2,Emerging Digital Everyday,0.5427120079352384,1.9470760125195843,2026-06-30,29,Waikato,50,3678,0.71,0.199,2384,257,3173,94,0.934,0.027,0.44,0.302,0.042,0.101,0.067,0.025,6741,0.212,2,25,1,1,0
C00545,4,High Spend and Frequent Overdraft,0.5994100408395311,1.6337056811631372,2026-06-30,30,Canterbury,114,7876,0.502,0.176,12348,1543,6603,99,0.903,0.004,0.454,0.46,0.156,0.012,0.086,0.015,88593,0.747,1,29,4,2,0
C00546,6,Stable Salary Builders,0.6701775110752897,1.175311593945469,2026-06-30,36,Other,80,7903,0.885,0.106,9297,4580,3758,63,0.75,0.064,0.463,0.253,0.05,0.042,0.051,0.049,277908,0.149,2,14,4,0,0
C00547,2,Emerging Digital Everyday,0.6072938629357684,1.5888856444562351,2026-06-30,24,Wellington,1,3463,0.801,0.261,3206,910,2276,69,0.956,0.0,0.403,0.404,0.051,0.056,0.056,0.035,10520,0.419,3,14,2,1,0
C00548,6,Stable Salary Builders,0.5960820158877755,1.5193902151962047,2026-06-30,33,Waikato,61,8319,0.826,0.181,8007,2829,4671,68,0.797,0.034,0.546,0.272,0.055,0.05,0.001,0.068,205061,0.262,5,19,4,0,0
C00549,2,Emerging Digital Everyday,0.5615332063115749,1.8384659452632612,2026-06-30,29,Canterbury,1,2606,0.637,0.19,3243,660,1982,58,0.84,0.09,0.488,0.305,0.037,0.082,0.026,0.0,9486,0.318,2,24,2,1,1
C00550,3,High Spend Credit Active,0.5582493225773456,1.8408753216609264,2026-06-30,34,Bay of Plenty,44,9974,0.817,0.208,9749,1801,9225,94,0.913,0.095,0.389,0.439,0.133,0.054,0.065,0.106,74960,0.698,2,31,4,1,0
C00551,2,Emerging Digital Everyday,0.5758918253395575,1.7580283205978242,2026-06-30,25,Waikato,21,3590,0.718,0.245,1865,283,2904,61,1.0,0.012,0.498,0.334,0.049,0.087,0.04,0.002,8796,0.305,5,22,1,1,0
C00552,2,Emerging Digital Everyday,0.5972834814987468,1.6418364057284398,2026-06-30,36,Waikato,47,2934,0.72,0.199,2794,977,2353,67,0.937,0.111,0.512,0.345,0.0,0.061,0.017,0.013,7740,0.525,4,29,2,0,0
C00553,4,High Spend and Frequent Overdraft,0.5358496675992868,1.9915063862610272,2026-06-30,28,Waikato,74,6659,0.723,0.259,4617,1052,6133,100,0.856,0.025,0.408,0.544,0.139,0.057,0.132,0.101,101704,0.744,1,34,6,2,0
C00554,3,High Spend Credit Active,0.4356837470300593,2.6236751203024093,2026-06-30,39,Waikato,81,7080,0.825,0.169,7737,155,5825,71,0.698,0.048,0.419,0.521,0.082,0.017,0.035,0.112,156180,0.739,2,27,4,1,0
C00555,1,Affluent Investors,0.5570399892729085,1.84658032960609,2026-06-30,59,Wellington,158,14561,0.654,0.145,200420,111016,3732,35,0.71,0.044,0.462,0.391,0.159,0.014,0.119,0.274,202877,0.229,8,13,6,0,0
C00556,2,Emerging Digital Everyday,0.6221141214204312,1.512074000120917,2026-06-30,24,Auckland,53,2635,0.591,0.268,5545,825,2116,73,1.0,0.089,0.489,0.408,0.038,0.079,0.003,0.019,2645,0.389,4,28,2,0,0
C00557,3,High Spend Credit Active,0.5628350351876011,1.8150411628902885,2026-06-30,42,Waikato,78,6085,0.804,0.19,12559,384,5142,100,0.806,0.021,0.399,0.447,0.092,0.033,0.063,0.039,222074,0.669,2,35,3,0,0
C00558,2,Emerging Digital Everyday,0.5684616767455869,1.7993987162344165,2026-06-30,22,Waikato,22,2087,0.801,0.273,2598,818,1724,72,0.843,0.085,0.455,0.389,0.028,0.112,0.072,0.027,10612,0.219,3,19,3,0,0
C00559,6,Stable Salary Builders,0.4136498513625774,2.592344752338788,2026-06-30,34,Auckland,80,6484,0.938,0.049,16769,11003,4085,93,0.923,0.0,0.507,0.247,0.057,0.098,0.074,0.092,222833,0.144,5,19,2,1,1
C00560,2,Emerging Digital Everyday,0.5597726581680201,1.8484698706517546,2026-06-30,19,Waikato,16,5104,0.676,0.221,1522,486,3620,81,0.869,0.12,0.43,0.347,0.035,0.12,0.038,0.043,5329,0.262,2,24,2,1,0
C00561,1,Affluent Investors,0.553502046723733,1.8666884650527733,2026-06-30,54,Bay of Plenty,165,24769,0.627,0.22,69670,49202,8546,32,0.82,0.111,0.51,0.256,0.121,0.037,0.148,0.311,126226,0.135,7,15,5,0,0
C00562,3,High Spend Credit Active,0.5326267668276112,1.989246747318715,2026-06-30,25,Waikato,90,5441,0.573,0.201,9532,2274,4170,91,0.842,0.126,0.483,0.463,0.1,0.036,0.083,0.018,57649,0.521,1,31,5,1,0
C00563,6,Stable Salary Builders,0.44945224290538227,2.34856853119891,2026-06-30,44,Auckland,69,8775,0.885,0.02,8140,3192,6070,34,0.853,0.109,0.505,0.291,0.068,0.059,0.0,0.058,216415,0.394,3,18,4,0,0
C00564,2,Emerging Digital Everyday,0.6596169402144227,1.3255918537607667,2026-06-30,19,Auckland,8,4531,0.777,0.253,4521,952,3504,81,0.89,0.094,0.456,0.348,0.041,0.083,0.084,0.0,7692,0.283,2,23,2,0,0
C00565,3,High Spend Credit Active,0.5917490626216705,1.6568445461035364,2026-06-30,35,Auckland,65,7572,0.807,0.244,14082,2949,5704,85,0.909,0.027,0.336,0.417,0.124,0.014,0.037,0.08,131032,0.577,2,19,4,1,0
C00566,5,Low Digital Engagement and Cash-Oriented,0.6542216860208443,1.6642151637737497,2026-06-30,56,Canterbury,148,3718,0.329,0.37,7540,3381,2113,27,0.286,0.393,0.548,0.234,0.011,0.059,0.092,0.09,22019,0.134,15,5,2,0,0
C00567,5,Low Digital Engagement and Cash-Oriented,0.5539444358402145,2.3167943792521113,2026-06-30,53,Waikato,157,2915,0.393,0.345,21121,5583,1288,16,0.272,0.468,0.418,0.236,0.016,0.005,0.109,0.039,18495,0.227,17,0,2,0,0
C00568,6,Stable Salary Builders,0.6478371367466542,1.2748759751761118,2026-06-30,31,Bay of Plenty,74,5241,0.786,0.073,7969,4299,2928,69,0.77,0.153,0.485,0.278,0.056,0.083,0.019,0.055,97543,0.237,4,20,4,0,0
C00569,5,Low Digital Engagement and Cash-Oriented,0.5819429470294413,2.12339955259328,2026-06-30,57,Bay of Plenty,135,4750,0.368,0.371,13137,4882,2726,21,0.26,0.44,0.481,0.216,0.018,0.067,0.071,0.045,76103,0.116,15,7,2,1,0
C00570,5,Low Digital Engagement and Cash-Oriented,0.5984038589071937,2.0139964524094274,2026-06-30,51,Canterbury,127,3680,0.59,0.298,25542,10813,2124,17,0.255,0.468,0.482,0.229,0.031,0.046,0.081,0.004,15095,0.064,24,7,2,0,0
C00571,1,Affluent Investors,0.6532322215130577,1.3438576262829345,2026-06-30,58,Other,125,17777,0.546,0.184,110985,61267,6427,55,0.785,0.005,0.48,0.292,0.129,0.026,0.081,0.241,376292,0.041,8,7,6,0,0
C00572,2,Emerging Digital Everyday,0.45640961586950474,2.498815895171119,2026-06-30,36,Wellington,1,4146,0.58,0.252,2611,674,3277,63,0.908,0.037,0.41,0.305,0.036,0.085,0.038,0.043,0,0.166,3,25,2,2,0
C00573,1,Affluent Investors,0.6415844492639547,1.4006383418589035,2026-06-30,51,Canterbury,139,14122,0.457,0.214,90384,55451,4930,43,0.828,0.026,0.46,0.348,0.127,0.044,0.111,0.319,241129,0.23,4,15,7,0,0
C00574,6,Stable Salary Builders,0.6188190142004276,1.4094554292471377,2026-06-30,39,Canterbury,72,5549,0.871,0.197,12384,5411,3414,72,0.769,0.0,0.456,0.29,0.058,0.066,0.087,0.086,0,0.269,3,11,4,0,0
C00575,5,Low Digital Engagement and Cash-Oriented,0.5180553235681326,2.579511014587272,2026-06-30,66,Bay of Plenty,155,3746,0.462,0.259,5086,1706,1870,15,0.267,0.36,0.413,0.216,0.022,0.011,0.168,0.063,19281,0.323,19,16,2,0,0
C00576,3,High Spend Credit Active,0.6392101419291284,1.4132134861872518,2026-06-30,25,Canterbury,90,6644,0.659,0.184,14817,2448,5824,79,0.879,0.094,0.414,0.4,0.092,0.033,0.066,0.03,183260,0.611,2,34,4,1,0
C00577,1,Affluent Investors,0.5257741546447976,2.028882317815684,2026-06-30,52,Bay of Plenty,143,26353,0.501,0.174,219892,153495,8099,53,0.711,0.0,0.508,0.223,0.139,0.068,0.149,0.339,154561,0.389,4,19,6,0,0
C00578,3,High Spend Credit Active,0.49919871969364327,2.1939289705987695,2026-06-30,43,Waikato,124,5646,0.661,0.212,5927,643,3240,92,0.866,0.177,0.453,0.425,0.096,0.034,0.116,0.03,64613,0.688,1,31,3,0,0
C00579,2,Emerging Digital Everyday,0.4928349984758805,2.2541995032177065,2026-06-30,26,Other,6,3083,0.741,0.288,2603,882,2407,83,0.946,0.082,0.433,0.375,0.05,0.104,0.067,0.013,5703,0.259,4,23,2,2,0
C00580,1,Affluent Investors,0.5520765407731016,1.8748267747908576,2026-06-30,54,Bay of Plenty,139,19517,0.513,0.108,195361,126454,11010,48,0.666,0.105,0.513,0.297,0.112,0.045,0.129,0.282,161289,0.161,5,12,6,0,0
C00581,2,Emerging Digital Everyday,0.6647433147133909,1.3009284714534397,2026-06-30,25,Bay of Plenty,39,3701,0.649,0.229,1418,715,2759,76,0.944,0.0,0.388,0.309,0.032,0.105,0.051,0.05,8194,0.351,5,26,2,0,0
C00582,6,Stable Salary Builders,0.6378821167727066,1.3203535043120846,2026-06-30,35,Wellington,82,6144,0.984,0.152,14230,6964,2958,70,0.842,0.074,0.495,0.31,0.071,0.092,0.08,0.041,170975,0.21,2,22,4,0,0
C00583,2,Emerging Digital Everyday,0.5818013580807571,1.725503889102106,2026-06-30,25,Auckland,7,4280,0.743,0.246,5538,2019,3632,79,0.945,0.059,0.418,0.37,0.016,0.113,0.027,0.041,10205,0.459,3,20,2,1,0
C00584,6,Stable Salary Builders,0.4837372277398353,2.1326838419850476,2026-06-30,42,Canterbury,74,7289,0.897,0.044,13828,6493,3309,69,0.904,0.047,0.459,0.305,0.055,0.078,0.024,0.11,124904,0.155,5,17,3,1,0
C00585,6,Stable Salary Builders,0.6277698824404845,1.3672817425689474,2026-06-30,41,Waikato,71,6675,0.93,0.088,13812,3534,3033,76,0.883,0.081,0.449,0.205,0.056,0.079,0.004,0.095,133882,0.202,3,13,3,0,1
C00586,6,Stable Salary Builders,0.6272621801164956,1.3696577431781718,2026-06-30,28,Wellington,108,5792,0.929,0.071,13777,5829,3552,71,0.83,0.03,0.435,0.249,0.057,0.055,0.03,0.055,872642,0.392,3,23,5,0,0
C00587,2,Emerging Digital Everyday,0.6614198085605678,1.3168963317401694,2026-06-30,30,Auckland,30,3190,0.719,0.271,3220,1161,2466,73,0.895,0.0,0.45,0.304,0.025,0.099,0.004,0.021,10052,0.374,4,32,1,0,0
C00588,2,Emerging Digital Everyday,0.5281028627704167,2.034008805580881,2026-06-30,22,Wellington,44,5266,0.738,0.317,7544,1147,3324,75,0.877,0.014,0.426,0.299,0.067,0.095,0.083,0.0,4349,0.311,3,20,1,0,0
C00589,5,Low Digital Engagement and Cash-Oriented,0.43888018330373396,3.230026050503078,2026-06-30,59,Auckland,118,3899,0.365,0.387,17976,7960,2265,21,0.315,0.439,0.557,0.144,0.0,0.02,0.072,0.031,23537,0.299,23,0,3,2,0
C00590,4,High Spend and Frequent Overdraft,0.4869261935512374,2.2971138547779515,2026-06-30,41,Waikato,65,9531,0.656,0.228,10884,218,9690,105,0.822,0.146,0.329,0.549,0.082,0.036,0.118,0.04,0,0.767,1,32,2,2,1
C00591,6,Stable Salary Builders,0.5250899345072304,1.8917916146993587,2026-06-30,36,Other,98,4852,0.916,0.109,9923,5501,3155,62,0.714,0.104,0.447,0.276,0.117,0.072,0.019,0.065,249476,0.311,2,21,5,0,0
C00592,1,Affluent Investors,0.7001537776379104,1.1249406794248356,2026-06-30,46,Other,159,13997,0.475,0.19,156834,79557,6248,52,0.802,0.058,0.47,0.276,0.146,0.03,0.129,0.225,125932,0.13,6,11,6,0,0
C00593,6,Stable Salary Builders,0.5630682462922324,1.6867168364588387,2026-06-30,45,Wellington,94,5747,0.87,0.056,13435,6397,3845,70,0.706,0.09,0.468,0.19,0.038,0.069,0.023,0.137,108324,0.096,3,17,4,0,0
C00594,6,Stable Salary Builders,0.51208211363309,1.9654578895942112,2026-06-30,46,Waikato,106,5086,0.941,0.031,18356,7264,3329,68,0.857,0.117,0.506,0.19,0.054,0.071,0.033,0.069,0,0.062,5,15,5,0,0
C00595,1,Affluent Investors,0.5305943724431534,2.0000812373214574,2026-06-30,56,Canterbury,200,16459,0.647,0.227,133236,108318,5887,57,0.738,0.07,0.626,0.18,0.126,0.057,0.149,0.233,151592,0.421,5,12,5,0,0
C00596,1,Affluent Investors,0.5061497076458967,2.1489308057766245,2026-06-30,52,Bay of Plenty,178,17289,0.539,0.104,161755,110982,6600,54,0.651,0.138,0.454,0.384,0.116,0.017,0.149,0.318,126779,0.215,4,16,4,0,0
C00597,3,High Spend Credit Active,0.6193439835903757,1.5129149260682657,2026-06-30,41,Waikato,54,6826,0.748,0.178,9654,617,6511,91,0.754,0.035,0.397,0.468,0.127,0.045,0.059,0.039,42385,0.558,2,24,3,0,0
C00598,3,High Spend Credit Active,0.4455206527535055,2.5531695785024633,2026-06-30,40,Waikato,109,4245,0.745,0.276,16576,4720,2841,67,0.947,0.1,0.414,0.465,0.119,0.066,0.107,0.025,56013,0.632,2,28,3,0,0
C00599,6,Stable Salary Builders,0.5033075588639649,2.016214820234332,2026-06-30,35,Canterbury,90,5469,0.957,0.107,22312,10283,3578,51,0.845,0.135,0.539,0.268,0.08,0.063,0.069,0.111,224162,0.208,3,16,5,1,0
C00600,5,Low Digital Engagement and Cash-Oriented,0.5432444905860955,2.39329608508851,2026-06-30,53,Waikato,130,4484,0.334,0.38,9151,4288,2167,30,0.284,0.397,0.422,0.265,0.037,0.03,0.113,0.008,32801,0.06,26,12,3,0,0
C00601,4,High Spend and Frequent Overdraft,0.5492270913063364,1.9127964417637695,2026-06-30,30,Bay of Plenty,56,8733,0.733,0.222,7644,854,7898,104,0.925,0.083,0.454,0.386,0.161,0.025,0.048,0.009,146003,0.481,2,22,4,2,1
C00602,5,Low Digital Engagement and Cash-Oriented,0.3710162704521945,3.888875452544047,2026-06-30,58,Canterbury,112,5497,0.321,0.371,11157,4013,2305,3,0.302,0.443,0.566,0.192,0.02,0.029,0.07,0.04,21087,0.074,24,10,2,1,0
C00603,2,Emerging Digital Everyday,0.5407008013458017,1.9589039628232006,2026-06-30,27,Canterbury,8,3976,0.664,0.256,7334,2635,2766,63,0.925,0.043,0.47,0.386,0.086,0.071,0.047,0.039,13650,0.337,2,26,2,1,0
C00604,2,Emerging Digital Everyday,0.5238108635195434,2.0600061028574,2026-06-30,25,Other,1,2358,0.716,0.242,6215,2290,1628,58,0.872,0.109,0.428,0.411,0.022,0.081,0.094,0.056,0,0.296,2,24,2,1,0
